"state","year","quarter","txn_type","transactions","amount_inr","atv_inr","period"
"Rajasthan",2019,2,"Recharge & bill payments",14968290,5709279550.85421,381.424969108309,"2019 Q2"
"Rajasthan",2019,2,"Merchant payments",9026751,3435472167.20106,380.58789560065,"2019 Q2"
"Rajasthan",2019,2,"Financial Services",182685,34134486.7624217,186.848875180894,"2019 Q2"
"Rajasthan",2019,2,"Others",573881,461962878.507142,804.980263342299,"2019 Q2"
"Rajasthan",2019,3,"Peer-to-peer payments",29885618,97443950786.5758,3260.56335146142,"2019 Q3"
"Rajasthan",2019,3,"Merchant payments",19646612,6705923742.56393,341.327234566648,"2019 Q3"
"Rajasthan",2019,3,"Recharge & bill payments",16970783,7872719571.60209,463.898428941204,"2019 Q3"
"Rajasthan",2019,3,"Financial Services",217029,37899900.3336618,174.630580860907,"2019 Q3"
"Rajasthan",2019,3,"Others",583575,407796030.854778,698.789411566256,"2019 Q3"
"Rajasthan",2019,4,"Peer-to-peer payments",43354317,140449134717.291,3239.56515604411,"2019 Q4"
"Rajasthan",2019,4,"Recharge & bill payments",20604852,9028860435.05499,438.19098700903,"2019 Q4"
"Rajasthan",2019,4,"Merchant payments",20544791,9721826538.35499,473.201530176432,"2019 Q4"
"Rajasthan",2019,4,"Financial Services",101805,25014672.3844469,245.711628942065,"2019 Q4"
"Rajasthan",2019,4,"Others",468477,227573686.58499,485.773445836167,"2019 Q4"
"Rajasthan",2020,1,"Peer-to-peer payments",48269912,165468574323.889,3427.98582943116,"2020 Q1"
"Rajasthan",2020,1,"Merchant payments",27880848,13643061482.3559,489.334523912469,"2020 Q1"
"Rajasthan",2020,1,"Recharge & bill payments",25631131,10961167179.8133,427.650546509762,"2020 Q1"
"Rajasthan",2020,1,"Financial Services",72604,34466606.2532799,474.720487208417,"2020 Q1"
"Rajasthan",2020,1,"Others",404317,200968968.695811,497.057924093746,"2020 Q1"
"Rajasthan",2020,2,"Peer-to-peer payments",49160792,166176386876.3,3380.26260594622,"2020 Q2"
"Rajasthan",2020,2,"Recharge & bill payments",31681776,13014051935.5369,410.7740656817,"2020 Q2"
"Rajasthan",2020,2,"Merchant payments",20756594,14354151782.3926,691.546589117299,"2020 Q2"
"Rajasthan",2020,2,"Financial Services",92875,76662259.2054484,825.434823208058,"2020 Q2"
"Rajasthan",2020,2,"Others",262619,142020149.829893,540.783986801766,"2020 Q2"
"Rajasthan",2020,3,"Peer-to-peer payments",73247856,249006720239.334,3399.50865236703,"2020 Q3"
"Rajasthan",2020,3,"Merchant payments",45149210,27714680562.3439,613.846411982489,"2020 Q3"
"Rajasthan",2020,3,"Recharge & bill payments",30148875,16650017440.5533,552.259991145716,"2020 Q3"
"Rajasthan",2020,3,"Financial Services",146383,113675141.514645,776.559720149505,"2020 Q3"
"Rajasthan",2020,3,"Others",396352,193212778.711786,487.477743802948,"2020 Q3"
"Rajasthan",2020,4,"Peer-to-peer payments",88730951,321280847680.95,3620.84305487665,"2020 Q4"
"Rajasthan",2020,4,"Merchant payments",67367264,46142484518.0826,684.939268397223,"2020 Q4"
"Rajasthan",2020,4,"Recharge & bill payments",33455755,18123908525.9701,541.727679616559,"2020 Q4"
"Rajasthan",2020,4,"Financial Services",169294,136058685.852993,803.682858535997,"2020 Q4"
"Rajasthan",2020,4,"Others",560171,351480425.648261,627.452020272847,"2020 Q4"
"Rajasthan",2021,1,"Peer-to-peer payments",116733195,408190388154.227,3496.7807413669,"2021 Q1"
"Rajasthan",2021,1,"Merchant payments",96394132,61936457709.223,642.533486470141,"2021 Q1"
"Rajasthan",2021,1,"Recharge & bill payments",38919519,20855464604.344,535.861314327754,"2021 Q1"
"Rajasthan",2021,1,"Financial Services",192936,162581466.933089,842.670455141026,"2021 Q1"
"Rajasthan",2021,1,"Others",491137,347689722.917761,707.928180767812,"2021 Q1"
"Rajasthan",2021,2,"Peer-to-peer payments",139277445,467784146764.747,3358.64968491307,"2021 Q2"
"Rajasthan",2021,2,"Merchant payments",97860493,69922875807.467,714.515875241575,"2021 Q2"
"Rajasthan",2021,2,"Recharge & bill payments",49501703,23387103755.8197,472.450488336122,"2021 Q2"
"Rajasthan",2021,2,"Financial Services",216441,186606893.610355,862.160559276454,"2021 Q2"
"Rajasthan",2021,2,"Others",620957,422031947.600239,679.647620689096,"2021 Q2"
"Sikkim",2018,1,"Recharge & bill payments",26965,4823943.54226393,178.896478481881,"2018 Q1"
"Sikkim",2018,1,"Peer-to-peer payments",13559,56334584.632872,4154.77429256376,"2018 Q1"
"Sikkim",2018,1,"Merchant payments",1349,1677583.14404114,1243.57534769543,"2018 Q1"
"Sikkim",2018,1,"Financial Services",608,86906.8195810138,142.938847995088,"2018 Q1"
"Sikkim",2018,1,"Others",1597,1727920.80161031,1081.979212029,"2018 Q1"
"Sikkim",2018,2,"Recharge & bill payments",45435,9465769.85605158,208.336521537396,"2018 Q2"
"Sikkim",2018,2,"Peer-to-peer payments",24237,127051984.387984,5242.06726855568,"2018 Q2"
"Sikkim",2018,2,"Merchant payments",2556,4713227.14813597,1843.98558221282,"2018 Q2"
"Sikkim",2018,2,"Financial Services",562,218130.129959751,388.131903842973,"2018 Q2"
"Sikkim",2018,2,"Others",1788,2243974.00766421,1255.01901994643,"2018 Q2"
"Sikkim",2018,3,"Recharge & bill payments",58421,12221506.1893821,209.197141257118,"2018 Q3"
"Sikkim",2018,3,"Peer-to-peer payments",43195,215547415.455762,4990.10106391392,"2018 Q3"
"Sikkim",2018,3,"Merchant payments",4521,5322296.74795451,1177.23882945245,"2018 Q3"
"Sikkim",2018,3,"Financial Services",562,261766.80217056,465.777228061495,"2018 Q3"
"Sikkim",2018,3,"Others",1801,1727241.75804781,959.045951164803,"2018 Q3"
"Sikkim",2018,4,"Recharge & bill payments",79232,16713780.6281173,210.947352434841,"2018 Q4"
"Sikkim",2018,4,"Peer-to-peer payments",65451,351253329.742056,5366.66100964166,"2018 Q4"
"Sikkim",2018,4,"Merchant payments",7452,12637809.2394604,1695.89495966994,"2018 Q4"
"Sikkim",2018,4,"Financial Services",717,596472.714579039,831.900578213444,"2018 Q4"
"Sikkim",2018,4,"Others",1681,1939965.7540404,1154.05458301035,"2018 Q4"
"Sikkim",2019,1,"Peer-to-peer payments",121984,422987999.894726,3467.56951645073,"2019 Q1"
"Sikkim",2019,1,"Recharge & bill payments",96878,20711589.874598,213.790436162988,"2019 Q1"
"Sikkim",2019,1,"Merchant payments",18346,11837344.8468475,645.227561694511,"2019 Q1"
"Sikkim",2019,1,"Financial Services",1225,191594.233404248,156.403455840202,"2019 Q1"
"Sikkim",2019,1,"Others",1854,2265105.53451732,1221.73977050557,"2019 Q1"
"Sikkim",2019,2,"Peer-to-peer payments",172125,674044301.839996,3916.01627793752,"2019 Q2"
"Sikkim",2019,2,"Recharge & bill payments",142582,32535297.4894538,228.186569759533,"2019 Q2"
"Sikkim",2019,2,"Merchant payments",66722,28248001.0264728,423.368619442954,"2019 Q2"
"Sikkim",2019,2,"Financial Services",2294,310197.547748776,135.221250108446,"2019 Q2"
"Sikkim",2019,2,"Others",4521,3756445.53226958,830.88819559159,"2019 Q2"
"Sikkim",2019,3,"Peer-to-peer payments",203052,794235862.631735,3911.48997612304,"2019 Q3"
"Sikkim",2019,3,"Merchant payments",188753,52337322.5262961,277.279420863754,"2019 Q3"
"Sikkim",2019,3,"Recharge & bill payments",156125,33922224.892257,217.276060158572,"2019 Q3"
"Sikkim",2019,3,"Financial Services",288,548142.899984444,1903.27395827932,"2019 Q3"
"Sikkim",2019,3,"Others",4218,3672895.49015497,870.767067367228,"2019 Q3"
"Sikkim",2019,4,"Peer-to-peer payments",508471,1086457147.94095,2136.71408583961,"2019 Q4"
"Sikkim",2019,4,"Recharge & bill payments",181287,42705664.0862573,235.569368384149,"2019 Q4"
"Sikkim",2019,4,"Merchant payments",73992,43954548.8042044,594.044610284955,"2019 Q4"
"Sikkim",2019,4,"Financial Services",373,494076.345082905,1324.60146134827,"2019 Q4"
"Sikkim",2019,4,"Others",2947,2898164.47972001,983.428734211065,"2019 Q4"
"Sikkim",2020,1,"Peer-to-peer payments",230413,954765350.185678,4143.7130291506,"2020 Q1"
"Sikkim",2020,1,"Recharge & bill payments",215586,53588505.8388239,248.571362884528,"2020 Q1"
"Sikkim",2020,1,"Merchant payments",79881,43201695.3893726,540.825670552104,"2020 Q1"
"Sikkim",2020,1,"Financial Services",345,175569.539332062,508.897215455252,"2020 Q1"
"Sikkim",2020,1,"Others",1893,1745150.99119521,921.896984255261,"2020 Q1"
"Sikkim",2020,2,"Recharge & bill payments",297620,78397187.1093599,263.413705763591,"2020 Q2"
"Sikkim",2020,2,"Peer-to-peer payments",186495,939900165.942241,5039.81428961764,"2020 Q2"
"Sikkim",2020,2,"Merchant payments",31442,34385184.6571775,1093.60678891856,"2020 Q2"
"Sikkim",2020,2,"Financial Services",883,999656.072204767,1132.11333205523,"2020 Q2"
"Sikkim",2020,2,"Others",1291,936594.480283038,725.479845300572,"2020 Q2"
"Sikkim",2020,3,"Recharge & bill payments",298885,83894642.6709112,280.692047680249,"2020 Q3"
"Sikkim",2020,3,"Peer-to-peer payments",245087,1255521152.96651,5122.75703308013,"2020 Q3"
"Sikkim",2020,3,"Merchant payments",49299,58337178.6722375,1183.3339149321,"2020 Q3"
"Sikkim",2020,3,"Financial Services",1252,1795366.73343646,1433.99898836778,"2020 Q3"
"Sikkim",2020,3,"Others",1912,1378387.61729952,720.914025784268,"2020 Q3"
"Sikkim",2020,4,"Peer-to-peer payments",334069,1711730126.58454,5123.88197224088,"2020 Q4"
"Sikkim",2020,4,"Recharge & bill payments",301382,90168624.0541554,299.183839957779,"2020 Q4"
"Sikkim",2020,4,"Merchant payments",95503,112478003.863911,1177.74314800489,"2020 Q4"
"Sikkim",2020,4,"Financial Services",1427,2361187.59239239,1654.65143124905,"2020 Q4"
"Sikkim",2020,4,"Others",2654,2537863.02792305,956.240779172212,"2020 Q4"
"Sikkim",2021,1,"Peer-to-peer payments",403703,1965492629.57886,4868.65995441911,"2021 Q1"
"Sikkim",2021,1,"Recharge & bill payments",279679,93174110.112334,333.146607762235,"2021 Q1"
"Sikkim",2021,1,"Merchant payments",112925,154183320.137287,1365.36037314401,"2021 Q1"
"Sikkim",2021,1,"Financial Services",1844,3027799.27840998,1641.97357831344,"2021 Q1"
"Sikkim",2021,1,"Others",2038,1789867.73382661,878.247170670564,"2021 Q1"
"Sikkim",2021,2,"Peer-to-peer payments",473141,2125758496.61609,4492.86469914062,"2021 Q2"
"Sikkim",2021,2,"Recharge & bill payments",345495,103846501.524041,300.573095193971,"2021 Q2"
"Sikkim",2021,2,"Merchant payments",153671,190473176.218489,1239.48680114328,"2021 Q2"
"Sikkim",2021,2,"Financial Services",1865,2851874.28746501,1529.15511392226,"2021 Q2"
"Sikkim",2021,2,"Others",2542,1969531.02921257,774.795841547038,"2021 Q2"
"Tamil Nadu",2018,1,"Recharge & bill payments",3308548,646028338.395153,195.260379597078,"2018 Q1"
"Tamil Nadu",2018,1,"Peer-to-peer payments",2670613,10031518934.0856,3756.26080382504,"2018 Q1"
"Tamil Nadu",2018,1,"Merchant payments",326510,272002057.173687,833.058886936654,"2018 Q1"
"Tamil Nadu",2018,1,"Financial Services",115363,31876073.7479223,276.311068088749,"2018 Q1"
"Tamil Nadu",2018,1,"Others",305588,280132294.114226,916.699262124907,"2018 Q1"
"Tamil Nadu",2018,2,"Recharge & bill payments",4464677,1189892955.80517,266.512662798489,"2018 Q2"
"Tamil Nadu",2018,2,"Peer-to-peer payments",4433762,18067624388.0956,4075.00997755306,"2018 Q2"
"Tamil Nadu",2018,2,"Merchant payments",627918,517130320.46603,823.563459665163,"2018 Q2"
"Tamil Nadu",2018,2,"Financial Services",167035,65402385.2564066,391.548988274353,"2018 Q2"
"Tamil Nadu",2018,2,"Others",298736,285794226.643237,956.678226404709,"2018 Q2"
"Tamil Nadu",2018,3,"Peer-to-peer payments",8810836,26792462660.0449,3040.85363296342,"2018 Q3"
"Tamil Nadu",2018,3,"Recharge & bill payments",5148411,1521551955.20503,295.538168029909,"2018 Q3"
"Tamil Nadu",2018,3,"Merchant payments",1290978,733189649.572983,567.933496599464,"2018 Q3"
"Tamil Nadu",2018,3,"Financial Services",191732,37049222.3659069,193.234422871023,"2018 Q3"
"Tamil Nadu",2018,3,"Others",332121,245838753.995272,740.208399936385,"2018 Q3"
"Tamil Nadu",2018,4,"Peer-to-peer payments",11538547,39180083690.5727,3395.58210323819,"2018 Q4"
"Tamil Nadu",2018,4,"Recharge & bill payments",7093764,2020329567.82453,284.803606072112,"2018 Q4"
"Tamil Nadu",2018,4,"Merchant payments",3145621,1742903221.43285,554.072859201045,"2018 Q4"
"Tamil Nadu",2018,4,"Financial Services",228398,46571758.6824293,203.906158033036,"2018 Q4"
"Tamil Nadu",2018,4,"Others",451114,312185737.38152,692.032917137398,"2018 Q4"
"Tamil Nadu",2019,1,"Peer-to-peer payments",18645926,51296299081.4443,2751.07275881307,"2019 Q1"
"Tamil Nadu",2019,1,"Recharge & bill payments",8863289,2695317014.866,304.098965391515,"2019 Q1"
"Tamil Nadu",2019,1,"Merchant payments",4195222,1924461188.99001,458.726901458376,"2019 Q1"
"Tamil Nadu",2019,1,"Financial Services",193261,31217137.5453229,161.528386717045,"2019 Q1"
"Tamil Nadu",2019,1,"Others",377347,256742393.284267,680.388060019735,"2019 Q1"
"Tamil Nadu",2019,2,"Peer-to-peer payments",16952961,57924128549.0698,3416.755842774,"2019 Q2"
"Tamil Nadu",2019,2,"Recharge & bill payments",8414514,3280033639.85004,389.806664989807,"2019 Q2"
"Tamil Nadu",2019,2,"Merchant payments",6296995,2690331792.50607,427.240579436076,"2019 Q2"
"Tamil Nadu",2019,2,"Financial Services",70142,18334602.3896315,261.392637644086,"2019 Q2"
"Tamil Nadu",2019,2,"Others",437125,294847441.942114,674.515166009983,"2019 Q2"
"Tamil Nadu",2019,3,"Peer-to-peer payments",21277636,70615331408.5396,3318.7583154698,"2019 Q3"
"Tamil Nadu",2019,3,"Merchant payments",10344027,4079315732.66168,394.364374016201,"2019 Q3"
"Tamil Nadu",2019,3,"Recharge & bill payments",9246678,3964144354.41615,428.710111287118,"2019 Q3"
"Tamil Nadu",2019,3,"Financial Services",88261,27213741.8310773,308.33257986061,"2019 Q3"
"Tamil Nadu",2019,3,"Others",453581,273599406.189849,603.198560322961,"2019 Q3"
"Tamil Nadu",2019,4,"Peer-to-peer payments",28814008,91858026341.2756,3187.96421314507,"2019 Q4"
"Tamil Nadu",2019,4,"Merchant payments",16153034,6420193204.78061,397.460514525049,"2019 Q4"
"Tamil Nadu",2019,4,"Recharge & bill payments",11157765,4681454397.56292,419.569187696902,"2019 Q4"
"Tamil Nadu",2019,4,"Financial Services",60624,24332240.6555667,401.363167319324,"2019 Q4"
"Tamil Nadu",2019,4,"Others",410980,206859328.26859,503.3318610847,"2019 Q4"
"Tamil Nadu",2020,1,"Peer-to-peer payments",30880360,101907683045.284,3300.08079715664,"2020 Q1"
"Tamil Nadu",2020,1,"Merchant payments",21541556,8950736938.22347,415.510232325997,"2020 Q1"
"Tamil Nadu",2020,1,"Recharge & bill payments",14134259,5493239429.73222,388.647146605437,"2020 Q1"
"Tamil Nadu",2020,1,"Financial Services",61427,41422107.8136303,674.330633331113,"2020 Q1"
"Tamil Nadu",2020,1,"Others",335871,176604658.386683,525.810976198252,"2020 Q1"
"Tamil Nadu",2020,2,"Peer-to-peer payments",21700844,82347647064.1233,3794.67485523251,"2020 Q2"
"Tamil Nadu",2020,2,"Recharge & bill payments",18474731,6414781159.48418,347.219191417952,"2020 Q2"
"Tamil Nadu",2020,2,"Merchant payments",11477546,6909361871.6282,601.989473327155,"2020 Q2"
"Tamil Nadu",2020,2,"Financial Services",78584,89189349.8491635,1134.95558700452,"2020 Q2"
"Tamil Nadu",2020,2,"Others",138405,65529451.7436693,473.461592743537,"2020 Q2"
"Tamil Nadu",2020,3,"Peer-to-peer payments",31754077,123561080533.046,3891.18791054912,"2020 Q3"
"Tamil Nadu",2020,3,"Merchant payments",20664887,12554589575.5048,607.53245713392,"2020 Q3"
"Tamil Nadu",2020,3,"Recharge & bill payments",17521756,7476952307.40666,426.723914395718,"2020 Q3"
"Tamil Nadu",2020,3,"Financial Services",129671,158512062.545901,1222.41721391754,"2020 Q3"
"Tamil Nadu",2020,3,"Others",207434,90281020.1599515,435.227687649814,"2020 Q3"
"Tamil Nadu",2020,4,"Peer-to-peer payments",47800741,172196381789.491,3602.37892106089,"2020 Q4"
"Tamil Nadu",2020,4,"Merchant payments",41297305,24417758781.6522,591.267608906978,"2020 Q4"
"Tamil Nadu",2020,4,"Recharge & bill payments",21563946,9462546013.16339,438.813286453388,"2020 Q4"
"Tamil Nadu",2020,4,"Financial Services",153044,186775413.142903,1220.40336859271,"2020 Q4"
"Tamil Nadu",2020,4,"Others",364665,209735503.545214,575.145691374862,"2020 Q4"
"Tamil Nadu",2021,1,"Peer-to-peer payments",57446279,206405230307.961,3593.01305325556,"2021 Q1"
"Tamil Nadu",2021,1,"Merchant payments",53811885,30722779534.5825,570.929257255762,"2021 Q1"
"Tamil Nadu",2021,1,"Recharge & bill payments",24826273,11115915388.7395,447.74805258685,"2021 Q1"
"Tamil Nadu",2021,1,"Financial Services",170620,215319360.484032,1261.98195102586,"2021 Q1"
"Tamil Nadu",2021,1,"Others",301617,208899281.883473,692.597837268698,"2021 Q1"
"Tamil Nadu",2021,2,"Peer-to-peer payments",60812902,216379027686.302,3558.1105418436,"2021 Q2"
"Tamil Nadu",2021,2,"Merchant payments",52048347,33504798112.8838,643.724537743414,"2021 Q2"
"Tamil Nadu",2021,2,"Recharge & bill payments",32753032,13155346942.2554,401.652797892281,"2021 Q2"
"Tamil Nadu",2021,2,"Financial Services",192614,225113402.663402,1168.72814366246,"2021 Q2"
"Tamil Nadu",2021,2,"Others",351547,223054882.446752,634.495195370042,"2021 Q2"
"Telangana",2018,1,"Recharge & bill payments",4209319,831912767.593718,197.635951942278,"2018 Q1"
"Telangana",2018,1,"Peer-to-peer payments",3307245,11748268950.7604,3552.2826251942,"2018 Q1"
"Telangana",2018,1,"Merchant payments",351474,282899066.613737,804.893296840554,"2018 Q1"
"Telangana",2018,1,"Financial Services",262876,57011875.362337,216.877445496496,"2018 Q1"
"Telangana",2018,1,"Others",391852,388111458.212135,990.454197534107,"2018 Q1"
"Telangana",2018,2,"Peer-to-peer payments",4784079,20748520742.5755,4336.99375419501,"2018 Q2"
"Telangana",2018,2,"Recharge & bill payments",4686542,1274130053.83457,271.869974457621,"2018 Q2"
"Telangana",2018,2,"Merchant payments",701082,551696487.318542,786.921483248096,"2018 Q2"
"Telangana",2018,2,"Financial Services",277805,85498213.2538414,307.763406899953,"2018 Q2"
"Telangana",2018,2,"Others",315162,357356020.669816,1133.88041918066,"2018 Q2"
"Telangana",2018,3,"Peer-to-peer payments",11560952,29253505738.8287,2530.37169766198,"2018 Q3"
"Telangana",2018,3,"Recharge & bill payments",5328881,1568136060.62783,294.271172621012,"2018 Q3"
"Telangana",2018,3,"Merchant payments",1770075,855534175.479418,483.332161337468,"2018 Q3"
"Telangana",2018,3,"Financial Services",307312,52554123.9737621,171.012274085497,"2018 Q3"
"Telangana",2018,3,"Others",365483,300363110.813795,821.825121315615,"2018 Q3"
"Telangana",2018,4,"Peer-to-peer payments",15571288,44541667501.7411,2860.49988297314,"2018 Q4"
"Telangana",2018,4,"Recharge & bill payments",7121135,2165870863.16865,304.146861865229,"2018 Q4"
"Telangana",2018,4,"Merchant payments",5315161,2356841304.96492,443.418610455059,"2018 Q4"
"Telangana",2018,4,"Financial Services",392423,64569231.2355924,164.539874664819,"2018 Q4"
"Telangana",2018,4,"Others",521147,380139546.938216,729.428639017813,"2018 Q4"
"Telangana",2019,1,"Peer-to-peer payments",40488967,87361237975.493,2157.65539228237,"2019 Q1"
"Telangana",2019,1,"Merchant payments",12341901,4144368545.53596,335.796612331922,"2019 Q1"
"Telangana",2019,1,"Recharge & bill payments",11525394,3619117615.48517,314.012485428712,"2019 Q1"
"Telangana",2019,1,"Financial Services",463688,54547989.2754539,117.639424085708,"2019 Q1"
"Telangana",2019,1,"Others",470752,343989909.875089,730.724266439843,"2019 Q1"
"Telangana",2019,2,"Peer-to-peer payments",46741594,141095702899.161,3018.63267434057,"2019 Q2"
"Telangana",2019,2,"Merchant payments",25682382,8442740781.46984,328.73667175692,"2019 Q2"
"Telangana",2019,2,"Recharge & bill payments",16225017,5603477828.54896,345.360367175514,"2019 Q2"
"Telangana",2019,2,"Financial Services",252173,43627344.8632939,173.005614650632,"2019 Q2"
"Telangana",2019,2,"Others",709213,490894328.391536,692.167696293689,"2019 Q2"
"Telangana",2019,3,"Peer-to-peer payments",59981113,180342868388.362,3006.66091988593,"2019 Q3"
"Telangana",2019,3,"Merchant payments",44035953,14308557740.5542,324.928990194767,"2019 Q3"
"Telangana",2019,3,"Recharge & bill payments",16437222,6793699069.38736,413.311876507317,"2019 Q3"
"Telangana",2019,3,"Financial Services",183163,39617186.7404849,216.294703299711,"2019 Q3"
"Telangana",2019,3,"Others",857925,445278745.381841,519.018265444929,"2019 Q3"
"Telangana",2019,4,"Peer-to-peer payments",82587060,249346680995.993,3019.19793483377,"2019 Q4"
"Telangana",2019,4,"Merchant payments",59347809,21510626607.0844,362.45022300797,"2019 Q4"
"Telangana",2019,4,"Recharge & bill payments",20797056,9561315124.60265,459.743683173361,"2019 Q4"
"Telangana",2019,4,"Financial Services",137291,33453857.4045959,243.671161289494,"2019 Q4"
"Telangana",2019,4,"Others",703042,294688962.659046,419.162671161959,"2019 Q4"
"Telangana",2020,1,"Peer-to-peer payments",95668911,327641798044.805,3424.7468129412,"2020 Q1"
"Telangana",2020,1,"Merchant payments",76818285,31076431477.9126,404.544718460098,"2020 Q1"
"Telangana",2020,1,"Recharge & bill payments",26324268,12324266104.5649,468.171274679505,"2020 Q1"
"Telangana",2020,1,"Financial Services",88184,59500639.3868458,674.732824399503,"2020 Q1"
"Telangana",2020,1,"Others",509877,241784101.546048,474.200839704572,"2020 Q1"
"Telangana",2020,2,"Peer-to-peer payments",76683293,279478553909.743,3644.58205922042,"2020 Q2"
"Telangana",2020,2,"Merchant payments",44181999,26712043204.8912,604.591096136035,"2020 Q2"
"Telangana",2020,2,"Recharge & bill payments",30885875,15106945863.857,489.121511495368,"2020 Q2"
"Telangana",2020,2,"Financial Services",116776,134169906.747504,1148.95104086031,"2020 Q2"
"Telangana",2020,2,"Others",187200,100126467.191328,534.863606791282,"2020 Q2"
"Telangana",2020,3,"Peer-to-peer payments",116668399,437459188905.053,3749.59451449276,"2020 Q3"
"Telangana",2020,3,"Merchant payments",86836471,49743225885.1794,572.837948299159,"2020 Q3"
"Telangana",2020,3,"Recharge & bill payments",32352860,18378477087.5768,568.06344439338,"2020 Q3"
"Telangana",2020,3,"Financial Services",195857,223377023.505251,1140.51079872178,"2020 Q3"
"Telangana",2020,3,"Others",318539,156875854.554879,492.485549822405,"2020 Q3"
"Telangana",2020,4,"Peer-to-peer payments",160607487,591976601278.515,3685.85931039762,"2020 Q4"
"Telangana",2020,4,"Merchant payments",143897953,81725950703.2127,567.943803225698,"2020 Q4"
"Telangana",2020,4,"Recharge & bill payments",38174710,22006183348.8039,576.45973862811,"2020 Q4"
"Telangana",2020,4,"Financial Services",230134,275357720.018058,1196.51038098698,"2020 Q4"
"Telangana",2020,4,"Others",733503,366346176.406824,499.447413857645,"2020 Q4"
"Telangana",2021,1,"Merchant payments",185230619,95927278280.53,517.880244629156,"2021 Q1"
"Telangana",2021,1,"Peer-to-peer payments",179738195,676276353116.841,3762.5633945909,"2021 Q1"
"Telangana",2021,1,"Recharge & bill payments",46371555,26447601338.5334,570.341049346596,"2021 Q1"
"Telangana",2021,1,"Financial Services",262473,320153410.179694,1219.75749955117,"2021 Q1"
"Telangana",2021,1,"Others",969268,387877900.504486,400.176112803153,"2021 Q1"
"Telangana",2021,2,"Peer-to-peer payments",230861833,872151973637.885,3777.80927364414,"2021 Q2"
"Telangana",2021,2,"Merchant payments",205232899,123207789311.296,600.331574087915,"2021 Q2"
"Telangana",2021,2,"Recharge & bill payments",58637866,31877277168.3432,543.629557875507,"2021 Q2"
"Telangana",2021,2,"Financial Services",278546,300569264.144388,1079.06508851101,"2021 Q2"
"Telangana",2021,2,"Others",856400,420723415.915056,491.269752352938,"2021 Q2"
"Tripura",2018,1,"Recharge & bill payments",86819,14079439.5699059,162.170026951542,"2018 Q1"
"Tripura",2018,1,"Peer-to-peer payments",44844,112229994.976756,2502.67583125404,"2018 Q1"
"Tripura",2018,1,"Financial Services",4842,672247.588171015,138.836759225736,"2018 Q1"
"Tripura",2018,1,"Merchant payments",4833,6080959.88283608,1258.21640447674,"2018 Q1"
"Tripura",2018,1,"Others",6819,4916272.51295279,720.966785885436,"2018 Q1"
"Tripura",2018,2,"Recharge & bill payments",118171,22554398.1527303,190.862378694691,"2018 Q2"
"Tripura",2018,2,"Peer-to-peer payments",73821,197666881.872968,2677.65110026914,"2018 Q2"
"Tripura",2018,2,"Merchant payments",9621,10570951.1515687,1098.73725720494,"2018 Q2"
"Tripura",2018,2,"Financial Services",6925,1264101.90481036,182.541791308355,"2018 Q2"
"Tripura",2018,2,"Others",6021,4835385.63405763,803.086801869728,"2018 Q2"
"Tripura",2018,3,"Peer-to-peer payments",186065,398867427.324633,2143.69939174285,"2018 Q3"
"Tripura",2018,3,"Recharge & bill payments",156308,33484811.2128228,214.223272083469,"2018 Q3"
"Tripura",2018,3,"Merchant payments",21476,16092396.4111339,749.320004243523,"2018 Q3"
"Tripura",2018,3,"Financial Services",8106,1080000.01128963,133.234642399412,"2018 Q3"
"Tripura",2018,3,"Others",5748,4338753.08071254,754.828302142056,"2018 Q3"
"Tripura",2018,4,"Recharge & bill payments",204720,38334816.6637992,187.254868424185,"2018 Q4"
"Tripura",2018,4,"Peer-to-peer payments",179739,549068822.372968,3054.8118236608,"2018 Q4"
"Tripura",2018,4,"Merchant payments",50888,31066467.6333903,610.487101740888,"2018 Q4"
"Tripura",2018,4,"Financial Services",6441,1023126.82057474,158.845958791296,"2018 Q4"
"Tripura",2018,4,"Others",6271,5392365.97371398,859.889327653322,"2018 Q4"
"Tripura",2019,1,"Peer-to-peer payments",296993,679165332.812389,2286.80586011249,"2019 Q1"
"Tripura",2019,1,"Recharge & bill payments",227997,44429378.4227792,194.868258892789,"2019 Q1"
"Tripura",2019,1,"Merchant payments",46642,28109966.3199477,602.674977915778,"2019 Q1"
"Tripura",2019,1,"Financial Services",4189,461473.588564351,110.1631865754,"2019 Q1"
"Tripura",2019,1,"Others",5105,4728790.47213883,926.305675247567,"2019 Q1"
"Tripura",2019,2,"Peer-to-peer payments",240776,751113516.225675,3119.55309593014,"2019 Q2"
"Tripura",2019,2,"Recharge & bill payments",218649,48989430.6073042,224.055132231587,"2019 Q2"
"Tripura",2019,2,"Merchant payments",64829,35275706.828775,544.134674740857,"2019 Q2"
"Tripura",2019,2,"Financial Services",1899,339184.334470529,178.612077130347,"2019 Q2"
"Tripura",2019,2,"Others",6405,6103644.85115188,952.950015792643,"2019 Q2"
"Tripura",2019,3,"Recharge & bill payments",339539,81845425.3542514,241.048672919021,"2019 Q3"
"Tripura",2019,3,"Peer-to-peer payments",270163,884623553.901138,3274.40676147784,"2019 Q3"
"Tripura",2019,3,"Merchant payments",68399,44802063.6443042,655.010506649281,"2019 Q3"
"Tripura",2019,3,"Financial Services",27970,582020.990320859,20.808759039001,"2019 Q3"
"Tripura",2019,3,"Others",5646,5524358.92720969,978.455353738875,"2019 Q3"
"Tripura",2019,4,"Recharge & bill payments",373779,88001651.2869329,235.437655103505,"2019 Q4"
